UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
CE223D04,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,1.6875,1.6875,0,1.8,1.8,0,2,2,0,2.5,2.5,0,2,2,0,1,3,1,1,3,3,3,3,1,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,5,1,1,1,3,3,5,1,2,2,1,1,1,5,1,3,1,1,3,3,3,3,1,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,5,1,1,1,3,3,5,1,2,2,1,1,1,5
7C09440D,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,4.5,4.5,4.5,1.5,1.5,0,2.2,2.2,0,1.6,1.6,0,1.25,1.25,0,2.25,2.25,0,1,1,1,1,1,2,1,4,1,3,3,1,1,1,1,1,2,2,2,2,3,3,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,5,1,1,1,1,1,2,1,4,1,3,3,1,1,1,1,1,2,2,2,2,3,3,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,5
239EEFB8,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,4.5,4.5,4.5,1.8125,1.8125,0,3,3,0,1.4,1.4,0,2.5,2.5,0,1.75,1.75,0,2,2,1,1,3,2,1,4,1,1,3,1,1,2,1,3,3,1,2,4,5,2,1,1,1,1,3,1,1,2,1,4,1,3,2,2,1,3,1,2,2,1,1,3,2,1,4,1,1,3,1,2,1,3,1,3,1,2,4,5,2,1,1,1,1,3,1,1,2,1,4,1,3,2,2,1,3,1
C605AED3,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,3.5,4.5,5,1.5625,1.5625,0,3.4,3.4,0,1.5,1.5,0,1.75,1.75,0,2.25,2.25,0,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,1,2,4,3,3,5,1,1,5,1,1,1,1,2,1,1,3,2,1,1,4,1,1,3,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,1,2,4,3,3,5,1,1,5,1,1,1,1,2,1,1,3,2,1,1,4,1,1,3
06CE6211,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,2.5625,2.5625,0,3.2,3.2,0,2.7,2.7,0,2.25,2.25,0,3,3,0,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,4,2,5,3,1,3,3,3,3,3,3,3,3,2,1,5,1,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,2,4,2,5,3,1,3,3,3,3,3,3,3,3,2,1,5,1,2,3,3,3,3
9A2CA061,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,10,Participant - Off Centre,Non RP Staff Student or Alumnus,3.5,3.5,3,1.3125,1.3125,0,2.8,2.8,0,1.3,1.3,0,1.75,1.75,0,1.75,1.75,0,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,2,4,3,4,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,4,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,2,4,3,4,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,4,1
EC1E58DE,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,1.375,1.375,0,2.8,2.8,0,2.2,2.2,0,1,1,0,2.75,2.75,0,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,5,2,2,3,2,3,1,4,1,1,5,2,2,2,1,1,1,1,1,2,2,4,3,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,5,2,2,3,2,3,1,4,1,1,5,2,2,2,1,1,1,1,1,2,2,4,3
C9F80E2F,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,3.5,3.5,4.5,1.375,1.375,0,2.8,2.8,0,2.3,2.3,0,1.25,1.25,0,1.75,1.75,0,2,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,4,1,4,3,1,3,2,2,2,2,3,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,4,1,4,3,1,3,2,2,2,2,3,2,1,1,1,1,1,3,2
D4F88B15,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,1.4375,1.4375,0,3,3,0,1.4,1.4,0,1.25,1.25,0,1.5,1.5,0,2,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,2,3,4,2,4,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,3,3,2,1,1,1,1,1,2,3,4,2,4,1,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2
46AB8D2E,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,3.5,3.5,3,1.375,1.375,0,2,2,0,2,2,0,2.25,2.25,0,3.25,3.25,0,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,1,2,1,2,3,2,3,1,5,1,1,3,1,1,2,2,3,2,2,2,1,3,4,5,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,2,1,2,3,2,3,1,5,1,1,3,1,1,2,2,3,2,2,2,1,3,4,5
567A10EB,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4.5,4.5,4.5,1.25,1.25,0,3.2,3.2,0,1.5,1.5,0,1.25,1.25,0,2.5,2.5,0,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,2,1,4,4,5,2,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,4,3,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,2,1,4,4,5,2,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,4,3
645D42D5,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,5,5,5,1.5625,2.0625,0.5,1.6,2.8,1.2,1.2,1.8,0.6,1,2.25,1.25,2.5,1.75,-0.75,1,1,1,1,2,3,1,2,2,2,4,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,1,2,4,2,2,1,1,4,2,2,2,2,2,2,2,4,2,4,2,2,2,1,4,1,2,1,1,2,3,2,2,2,1,1,1,4
54EB1E17,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,4.5,4.5,2.5,2.5,0,2,2,0,1.9,1.9,0,3,3,0,2.5,2.5,0,3,1,2,3,2,1,1,4,3,3,3,3,3,2,3,3,1,1,3,1,4,3,2,1,3,3,1,1,1,1,3,5,1,3,3,1,2,3,4,3,1,2,3,2,1,1,4,3,3,3,3,2,3,3,3,1,1,3,1,4,3,2,1,3,3,1,1,1,1,3,5,1,3,3,1,2,3,4
BAE30008,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Alumnus,4,4.5,4.5,2.375,2.375,0,2.2,2.2,0,2.1,2.1,0,1.75,1.75,0,3,3,0,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,3,1,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,4,3,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,1,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,4,3
23A69FA3,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (CET),4.5,4.5,4.5,1.8125,1.8125,0,3,3,0,2.4,2.4,0,2.75,2.75,0,3.75,3.75,0,1,1,1,2,1,2,2,2,3,4,2,2,2,2,1,1,3,4,3,3,2,2,4,4,1,5,1,1,2,2,2,4,3,2,2,4,4,4,3,1,1,1,2,1,2,2,2,3,4,2,2,2,1,1,2,3,4,3,3,2,2,4,4,1,5,1,1,2,2,2,4,3,2,2,4,4,4,3
0F6F4367,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),5,5,5,1.75,1.6875,-0.0625,2.6,3,0.4,1.8,1.2,-0.6,1,1.75,0.75,2,3,1,1,5,1,2,3,1,1,4,3,1,1,1,1,1,1,1,1,3,1,5,3,1,2,1,1,5,2,1,1,2,2,1,1,1,1,1,1,3,3,4,1,1,1,1,1,2,1,3,2,2,2,1,2,2,1,3,2,3,4,3,2,1,2,1,1,1,1,1,1,1,2,1,3,1,3,2,3,4
4C068CC1,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,1.9375,1.9375,0,3.2,3.2,0,2.3,2.3,0,2.5,2.5,0,3,3,0,1,1,1,3,2,2,1,3,3,4,3,2,1,1,2,1,3,3,4,2,4,2,2,5,3,2,3,1,1,1,3,4,3,2,1,2,2,4,4,1,1,1,3,2,2,1,3,3,4,3,1,1,2,1,2,3,3,4,2,4,2,2,5,3,2,3,1,1,1,3,4,3,2,1,2,2,4,4
E63110A1,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,1.6875,1.6875,0,2.8,2.8,0,2.1,2.1,0,1.25,1.25,0,2.25,2.25,0,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,4,2,5,3,1,2,1,1,2,3,2,3,3,1,1,2,1,1,2,3,3,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,4,2,5,3,1,2,1,1,2,3,2,3,3,1,1,2,1,1,2,3,3
11E30289,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,1.1875,1.1875,0,2.4,2.4,0,1.5,1.5,0,1.25,1.25,0,1.5,1.5,0,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,3,1,5,2,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,3,1,5,2,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1
0904D366,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,2.3125,2.3125,0,3.2,3.2,0,2,2,0,2,2,0,2.5,2.5,0,3,2,2,2,2,3,2,4,2,4,2,2,2,1,2,2,3,4,3,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,2,4,2,4,2,2,1,2,2,2,3,4,3,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4
5E7F7BAD,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),5,5,4.5,1.9375,1.9375,0,4.2,4.2,0,1.5,1.5,0,2.25,2.25,0,2,2,0,1,1,1,4,4,1,1,3,2,4,4,1,1,1,1,1,4,5,4,4,4,1,2,2,1,2,2,1,1,2,1,1,4,2,2,1,2,3,2,1,1,1,4,4,1,1,3,2,4,4,1,1,1,1,1,4,5,4,4,4,1,2,2,1,2,2,1,1,2,1,1,4,2,2,1,2,3,2
5673C2A7,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,2.5,2.5,0,2.4,2.4,0,2.5,2.5,0,2.75,2.75,0,3,3,0,3,2,2,2,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3
1CA2BA9A,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),5,5,5,1.375,2.0625,0.6875,2.4,3.2,0.8,1.3,1.6,0.3,1,1.25,0.25,2.5,3,0.5,1,1,1,1,2,1,1,4,1,3,1,1,1,1,1,1,1,1,3,5,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,3,4,3,1,2,1,4,2,1,4,1,4,4,1,1,1,1,2,3,2,4,3,4,1,2,2,1,5,1,1,1,1,1,2,1,1,1,2,1,4,5
1E227588,18-24 years old,Male,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),4.5,4.5,4.5,1.5,1,-0.5,3.4,3.6,0.2,1.8,1.8,0,1.5,1.5,0,2,2.25,0.25,1,1,1,2,2,2,2,3,1,2,2,1,1,1,1,1,3,3,3,3,5,3,1,5,1,1,1,1,1,1,3,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,5,2,2,5,1,1,1,1,1,1,3,3,1,1,1,2,2,2,3
274B37DE,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,2.25,2.25,0,3.4,3.4,0,1.8,1.8,0,1,1,0,3.5,3.5,0,3,1,1,4,4,3,3,3,2,3,3,2,1,1,1,1,4,5,2,5,1,1,3,2,1,3,1,1,3,1,2,1,1,1,1,3,3,4,4,3,1,1,4,4,3,3,3,2,3,3,1,1,1,1,2,4,5,2,5,1,1,3,2,1,3,1,1,3,1,2,1,1,1,1,3,3,4,4
B4A6A150,18-24 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Student (PET),3.5,4.5,5,1.25,1.25,0,3.2,3.2,0,1.6,1.6,0,1,1,0,3,3,0,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,3,2,5,5,2,1,1,1,1,3,2,2,1,2,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,3,2,5,5,2,1,1,1,1,3,2,2,1,2,1,1,1,1,1,3,4,4
B13B2A9F,25-34 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,2.75,2.75,0,2.8,2.8,0,2.2,2.2,0,3,3,0,2.75,2.75,0,3,3,3,3,2,3,2,5,2,2,3,1,3,3,3,3,2,3,3,3,3,1,2,1,2,3,2,2,3,3,3,2,3,4,3,3,2,3,3,3,3,3,3,2,3,2,5,2,2,3,3,3,3,3,1,2,3,3,3,3,1,2,1,2,3,2,2,3,3,3,2,3,4,3,3,2,3,3
7BC72FCA,25-34 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,1.5,1.5,0,1.8,1.8,0,1.4,1.4,0,2.25,2.25,0,2.75,2.75,0,1,1,1,1,3,2,2,3,1,2,2,1,1,1,1,1,1,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,5,1,1,4,1,3,3,1,1,1,1,3,2,2,3,1,2,2,1,1,1,1,1,1,2,2,3,1,2,2,2,1,1,1,1,1,2,1,2,5,1,1,4,1,3,3
CBB47DA0,25-34 years old,Female,No,Not Applicable,No,7 Polytechnic,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,Non RP Staff Student or Alumnus,4,3.5,3.5,1.4375,1.4375,0,2.4,2.4,0,1.7,1.7,0,2.25,2.25,0,2.75,2.75,0,1,1,1,1,1,1,1,3,1,3,2,3,1,1,1,1,1,2,3,4,2,1,2,2,3,1,1,1,2,2,2,2,5,1,1,2,2,4,3,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,3,1,2,3,4,2,1,2,2,3,1,1,1,2,2,2,2,5,1,1,2,2,4,3
8CA928F5,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,2.5,2,2.5,2.3125,2.0625,-0.25,3,3,0,2.8,3,0.2,2,2.5,0.5,2.75,3,0.25,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,2,1,1,1,2,1,4,1,3,2,1,1,3,3,3,3,3,4,2,3,3,3,4,2,3,3,3,3,3,3,3,3,2,4,2,2,3,3,3,3
4F6E4622,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4,4,4,3.3125,3.375,0.0625,2.4,2.6,0.2,2.7,3,0.3,2.5,3.5,1,3,3,0,4,4,3,2,3,2,4,3,2,4,4,2,4,4,4,4,3,3,2,2,2,3,2,2,3,4,2,2,2,3,4,2,2,3,3,3,3,2,4,4,4,4,1,2,3,4,3,3,3,4,4,4,4,4,3,3,3,3,1,3,3,2,3,4,4,2,2,3,3,4,5,2,3,4,3,3,2,4
629F1BEA,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3.5,3,4,2.1875,1.6875,-0.5,2.8,2.2,-0.6,2.4,2.3,-0.1,2,2.5,0.5,2.5,2.5,0,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,4,3,3,2,3,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,1,2,2,2,1,3,2,2,2,1,1,1,1,1,1,3,3,2,2,3,2,3,1,3,2,2,2,2,3,3,2,3,2,3,2,2,3
99528F06,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4,4,4,2.25,2.3125,0.0625,2.6,2.4,-0.2,1.4,1.7,0.3,1.75,2.5,0.75,3.5,2,-1.5,2,2,2,1,1,2,1,4,2,4,4,2,2,2,2,3,2,3,3,4,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,4,3,3,4,2,2,2,2,1,2,1,3,2,4,4,2,2,2,4,2,2,4,2,2,2,1,1,2,1,2,1,1,3,2,3,4,2,2,2,2,2,2,2
2E7801E5,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4,4.5,4.5,1.25,1.375,0.125,2.6,1.8,-0.8,1.8,1.8,0,1,1.5,0.5,1.75,1.5,-0.25,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,3,3,2,1,1,1,1,1,2,2,2,3,4,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,3,3,4,3,1,1,1,1,1,3,1
162C8FA2,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3.5,3.5,3.5,2.125,1.6875,-0.4375,2.6,2.6,0,1.7,1.9,0.2,2,1.75,-0.25,1.75,1.75,0,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,2,4,1,4,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,3,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,5,1,3,3,1,1,2,1,2,3,1,3,3,2,4,1,1,1,1,1,1,4
E685CACB,25-34 years old,Male,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,5,4.5,4.5,1.9375,1.875,-0.0625,2.4,2.2,-0.2,2,1.8,-0.2,1.75,2,0.25,3,2.25,-0.75,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,3,2,3,2,2,2,1,1,4,2,2,2,2,2,2,1,2,2,3,3,4,2,2,2,2,1,2,1,1,2,4,2,2,2,2,2,2,1,1,2,3,3,2,1,2,1,1,2,2,2,2,2,3,3,1,2,2,3,2,2,2
9A5C9B11,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4,4,4,2.3125,2.3125,0,2.2,2.2,0,1.8,1.8,0,2,2,0,2,2,0,3,2,1,2,3,3,2,3,3,3,3,2,2,1,2,2,1,3,2,3,2,2,2,2,1,2,1,1,2,2,3,3,2,2,1,2,2,2,2,3,2,1,2,3,3,2,3,3,3,3,2,1,2,2,2,1,3,2,3,2,2,2,2,1,2,1,1,2,2,3,3,2,2,1,2,2,2,2
36630AF2,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4,3,4,2.1875,2.6875,0.5,3,3.4,0.4,1.4,2.1,0.7,2.5,2.25,-0.25,3.5,4,0.5,3,3,2,1,3,3,1,1,2,2,2,1,3,3,2,3,1,5,3,4,2,1,2,1,1,2,1,1,1,1,3,1,3,3,3,4,1,5,4,3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,2,2,5,3,4,3,1,2,1,1,3,2,3,3,2,3,2,1,3,3,4,3,4,5
AE28677D,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3.5,3.5,4,2.75,3,0.25,2.4,3,0.6,1.4,1.7,0.3,1.5,2,0.5,1.25,2,0.75,2,2,2,5,2,2,2,4,4,4,4,1,2,2,2,4,1,5,1,4,1,1,2,1,1,2,1,1,1,1,3,1,1,3,1,2,1,1,1,4,2,2,4,2,3,2,4,4,4,5,2,2,2,4,2,2,5,3,3,2,1,1,1,1,3,1,2,2,2,3,1,2,3,2,4,1,2,1
5602783E,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3.5,3.5,3.5,2.6875,2.8125,0.125,3.4,3.4,0,2.8,2.7,-0.1,2.75,2.75,0,3,2.25,-0.75,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,4,4,1,3,3,4,1,3,3,4,3,4,3,3,3,1,4,1,3,3,3,3,2,3,3,3,1,1,3,4
D193731C,25-34 years old,Female,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,2,2,4,3.125,3.375,0.25,2.8,2.8,0,2.3,3.9,1.6,3,3.75,0.75,3,2.75,-0.25,2,2,4,3,3,3,2,1,4,4,4,4,3,3,4,4,2,4,2,3,3,1,2,2,2,3,3,3,2,2,3,4,3,2,3,3,2,3,4,4,3,4,3,4,4,4,3,2,4,1,3,3,4,4,4,4,2,3,2,3,5,4,4,4,2,5,3,4,4,4,4,4,3,4,2,3,4,2
B10A33AC,25-34 years old,Male,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3.5,3.5,4,2.375,2.25,-0.125,2.4,1.8,-0.6,1.6,1.6,0,2,2.25,0.25,1.75,2,0.25,2,3,3,1,2,3,1,4,3,1,3,1,3,3,2,3,2,2,1,4,3,1,2,1,1,1,1,2,2,2,3,2,2,3,1,2,1,3,1,3,3,2,1,2,2,1,4,4,3,1,1,2,3,3,1,1,2,1,3,2,2,1,1,1,1,1,2,2,2,3,3,2,3,1,1,2,4,1
DD14A9EF,25-34 years old,Male,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,4.5,3,2.5,2.1875,2.1875,0,2.8,2.8,0,2.1,2.1,0,2.75,2.75,0,3,3,0,2,2,1,1,3,4,2,3,4,4,2,2,1,1,1,2,2,4,3,3,2,2,3,1,1,3,2,2,2,2,3,3,3,3,2,1,5,3,3,2,2,1,1,3,4,2,3,4,4,2,1,1,1,2,2,2,4,3,3,2,2,3,1,1,3,2,2,2,2,3,3,3,3,2,1,5,3,3
81280A77,25-34 years old,Male,No,Not Applicable,No,8 University Degree,11. Off Centre Watch Party & Aftershow,5,Participant - Off Centre,RP Staff,3,3.5,4,2.5,2.3125,-0.1875,2.8,2.8,0,2.2,2,-0.2,2,3,1,2.75,2.75,0,3,3,2,2,2,2,1,4,3,3,3,1,3,3,2,3,1,4,3,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,4,2,3,1,1,1,2,1,4,2,3,3,3,3,3,3,2,1,4,3,3,3,2,1,2,3,3,1,1,2,2,3,4,3,3,2,3,2,2,4
